CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Data_Usage_GB,Payment_Method,Customer_Service_Calls,Churn
792,64,Non-binary,54,One year,71.9,76,Bank transfer (automatic),1,0
793,37,Male,36,Two year,36.1,11,Electronic check,5,1
794,44,Male,41,Two year,82.83,24,Electronic check,,1
795,45,Male,36,One year,71.67,108,Bank transfer (automatic),1,0
796,30,Non-binary,53,Month-to-month,56.82,,Bank transfer (automatic),2,0
797,57,Male,29,Month-to-month,63.33,57,Electronic check,0,0
798,34,Female,28,Month-to-month,102.33,31,Electronic check,1,0
799,43,Female,31,Two year,,164,Bank transfer (automatic),1,1
800,48,Male,31,Two year,77.73,117,Electronic check,0,0
801,30,Female,,Two year,102.98,77,Electronic check,1,1
802,23,Male,58,Two year,67.3,2,Electronic check,0,0
803,-9,Male,50,Month-to-month,61.7,46,Electronic check,3,0
804,30,Male,30,Month-to-month,71.18,92,Electronic check,1,0
805,29,Male,30,Two year,67.28,79,Credit card (automatic),0,1
806,,Non-binary,34,Month-to-month,,92,Electronic check,0,0
807,28,Male,43,Month-to-month,66.14,68,Credit card (automatic),2,0
808,,Male,46,Month-to-month,79.18,95,Credit card (automatic),0,1
809,32,Female,45,Month-to-month,90.11,,Bank transfer (automatic),0,1
810,51,Female,41,Two year,61.43,67,Electronic check,0,1
811,27,Male,30,,79.91,47,Credit card (automatic),0,0
812,52,Female,51,Two year,72.32,60,Bank transfer (automatic),1,0
813,39,Female,3,Month-to-month,99.72,88,Bank transfer (automatic),1,0
814,36,Female,57,Month-to-month,76.41,95,Credit card (automatic),0,0
815,27,Male,34,Month-to-month,102.92,,Electronic check,0,1
816,42,Female,15,,69.46,72,Electronic check,0,1
817,45,Male,43,Two year,66.88,,Bank transfer (automatic),1,1
818,75,Male,22,Two year,68.23,123,Credit card (automatic),0,0
819,67,Male,15,One year,75.36,114,Bank transfer (automatic),2,0
820,36,Female,37,One year,37.96,67,Bank transfer (automatic),0,0
821,43,Male,31,Two year,84.52,112,Electronic check,0,0
822,41,Female,60,One year,47.57,121,Electronic check,0,0
823,70,Female,36,One year,65.2,82,Credit card (automatic),2,0
824,25,Male,33,Month-to-month,104.22,119,Electronic check,1,0
825,49,Non-binary,58,Month-to-month,52.44,90,Credit card (automatic),0,0
826,75,Female,67,One year,72.99,97,Credit card (automatic),0,0
827,49,Female,40,One year,68.62,94,Electronic check,3,0
828,40,Male,2,Two year,85.69,110,Credit card (automatic),0,1
829,33,Male,54,Month-to-month,45.12,100,Electronic check,1,0
830,,Male,31,Two year,90.75,70,Electronic check,3,1
831,18,Male,32,Month-to-month,74.32,,Electronic check,0,0
832,36,Male,28,Month-to-month,95.31,49,Credit card (automatic),1,0
833,49,Male,58,Month-to-month,67.76,49,Electronic check,2,0
834,56,Female,40,Month-to-month,52.31,118,Bank transfer (automatic),0,0
835,18,Female,65,,75.79,86,Credit card (automatic),1,0
836,57,Female,44,One year,44.94,180,Mailed check,0,0
837,28,Male,34,Month-to-month,40.07,46,Bank transfer (automatic),3,0
838,58,Female,58,Month-to-month,52.2,119,Credit card (automatic),0,0
839,39,Female,44,Two year,52.45,70,Electronic check,1,0
840,,Male,30,Month-to-month,62.8,155.91087685260317,Electronic check,0,0
841,41,Male,60,Two year,76.44,53,Credit card (automatic),,0
842,63,Male,46,Two year,91.89,37,Electronic check,0,0
843,64,Male,,Month-to-month,81.22,45,Bank transfer (automatic),,0
844,25,Male,68,Month-to-month,69.43,,Bank transfer (automatic),1,0
845,67,Male,45,Month-to-month,81.11,63,Electronic check,0,0
846,45,Female,36,Month-to-month,,31,Bank transfer (automatic),0,0
847,72,Male,59,One year,51.74,130,Electronic check,0,0
848,43,Female,11,Month-to-month,105.89,93,Bank transfer (automatic),1,0
849,21,Male,37,Month-to-month,82.2,43,Credit card (automatic),0,0
850,55,Male,23,One year,42.14,64,Electronic check,2,0
851,44,Male,25,Month-to-month,56.89,101,Bank transfer (automatic),0,0
852,24,Female,33,Two year,79.17,105,Bank transfer (automatic),2,1
853,75,Non-binary,25,Month-to-month,77.6,,Bank transfer (automatic),0,0
854,47,Female,23,,63.53,106,Credit card (automatic),2,0
855,45,Female,29,Month-to-month,72.62,61,Bank transfer (automatic),2,0
856,39,Male,26,Two year,120.5,82,Credit card (automatic),2,1
857,24,Male,71,One year,214.53298151389453,81,Credit card (automatic),0,0
858,21,Male,33,Month-to-month,101.25,112,Electronic check,3,0
859,49,Male,44,Two year,44.29,117,Credit card (automatic),2,0
860,60,Female,44,Two year,57.84,100,,0,0
861,19,Female,40,Month-to-month,78.55,46,Credit card (automatic),1,1
862,60,Female,,One year,73.41,102,Credit card (automatic),0,0
863,64,Male,72,Month-to-month,66.81,90,Bank transfer (automatic),0,0
864,43,Female,47,Month-to-month,116.62,63,Bank transfer (automatic),0,0
865,32,Female,22,Two year,77.74,114,Electronic check,3,0
866,23,Male,15,Month-to-month,100.06,123,Credit card (automatic),1,0
867,20,Female,29,Two year,67.11,82,Bank transfer (automatic),0,0
868,45,Female,52,Month-to-month,61.76,91,Bank transfer (automatic),0,0
869,75,Non-binary,34,Two year,70.61,124,Electronic check,0,0
870,37,Female,29,Two year,,97,Credit card (automatic),17,1
871,35,Non-binary,31,One year,,0,Bank transfer (automatic),2,0
872,26,Male,38,One year,48.91,65,Electronic check,0,1
873,50,Male,22,Month-to-month,107.16,151,Electronic check,,1
874,49,Male,34,Month-to-month,62.34,51,Electronic check,2,1
875,75,Female,40,One year,55.63,116,Electronic check,0,0
876,40,Female,35,Month-to-month,84.26,117,Bank transfer (automatic),0,0
877,48,Non-binary,49,One year,38.2,56,Bank transfer (automatic),0,0
878,43,Non-binary,52,Month-to-month,29.91,56,Bank transfer (automatic),0,0
879,68,Female,64,One year,73.53,96,Bank transfer (automatic),0,0
880,75,Female,61,Two year,57.36,114,Electronic check,0,1
881,62,Female,51,Two year,94.2,48,Bank transfer (automatic),1,1
882,68,Female,40,One year,88.56,69,Credit card (automatic),2,0
883,,Female,52,Two year,,104,,0,0
884,55,Male,39,Two year,100.56,87,Bank transfer (automatic),2,0
885,52,Male,65,Two year,50.97,144,Mailed check,,0
886,40,Male,41,Two year,65.17,,Bank transfer (automatic),3,0
887,39,Male,32,Month-to-month,57.66,76,Credit card (automatic),0,0
888,29,Female,32,One year,68.36,72,Bank transfer (automatic),0,0
889,56,Female,30,Two year,68.72,55,Bank transfer (automatic),0,1
890,55,Male,31,Two year,75.51,63,Bank transfer (automatic),0,0
891,71,Male,37,Two year,59.71,133,Bank transfer (automatic),0,0
892,35,Male,72,Month-to-month,76.19,55,Bank transfer (automatic),2,0
893,36,Female,63,Two year,81.93,116,Electronic check,2,1
894,52,Female,55,Two year,74.7,116,Electronic check,0,0
895,30,Non-binary,12,One year,,47,Bank transfer (automatic),1,0
896,23,Male,45,Month-to-month,49.82,73,Electronic check,0,0
897,67,Female,41,One year,86.45,49,Bank transfer (automatic),2,0
898,58,Male,72,Two year,83.37,,Bank transfer (automatic),0,0
899,60,Female,26,Two year,59.4,68,Bank transfer (automatic),2,0
900,,Male,40,,74.41,111,Bank transfer (automatic),0,0
901,38,Female,2,Month-to-month,64.63,79,Electronic check,3,1
902,60,Female,60,,76.51,48,Bank transfer (automatic),2,0
903,75,Male,47,Two year,51.21,145,Electronic check,0,0
904,50,Female,36,Two year,62.94,76,Credit card (automatic),,0
905,71,Male,48,One year,32.94,67,Credit card (automatic),2,0
906,26,Male,19,Two year,106.01,70,Electronic check,0,1
907,25,Female,55,Two year,40.6,81,Electronic check,0,0
908,49,Male,39,One year,59.39,43,Bank transfer (automatic),1,0
909,75,Female,54,Month-to-month,71.92,118,Credit card (automatic),0,0
910,41,Male,61,Two year,63.37,100,Bank transfer (automatic),1,1
911,29,Female,72,Two year,58.31,31,Credit card (automatic),2,0
912,36,Male,37,Two year,92.48,115,Credit card (automatic),0,1
913,63,Non-binary,35,Two year,91.85,76,Electronic check,0,1
914,55,Male,43,Two year,101.13,40,Bank transfer (automatic),2,0
915,38,Female,22,One year,45.42,108,,0,0
916,70,Male,44,,71.54,135,Credit card (automatic),0,0
917,52,Male,23,Month-to-month,123.58,98,Electronic check,0,0
918,24,Female,46,Month-to-month,,36,Bank transfer (automatic),0,0
919,31,Male,,Month-to-month,101.27,78,Electronic check,0,0
920,52,Male,29,One year,52.56,110,Electronic check,0,0
921,18,Female,31,One year,67.49,96,Electronic check,2,0
922,40,Male,46,Month-to-month,66.09,76,Bank transfer (automatic),0,0
923,67,Male,16,Two year,62.1,149,Credit card (automatic),,0
924,32,Male,44,Month-to-month,36.04,116,Credit card (automatic),2,0
925,29,Female,27,Month-to-month,95.66,33,Mailed check,0,0
926,31,Female,1,Month-to-month,110.53,115,Electronic check,2,0
927,36,Male,58,Two year,74.48,91,Bank transfer (automatic),0,0
928,66,Female,,Two year,59.22,142,Credit card (automatic),0,0
929,40,Female,15,One year,81.71,86,Bank transfer (automatic),0,0
930,51,Female,36,Two year,68.58,56,Electronic check,0,0
931,72,Male,48,Two year,61.01,83,Electronic check,,0
932,,Female,25,One year,69.22,78,Bank transfer (automatic),4,0
933,18,Female,60,Month-to-month,72.96,95,Bank transfer (automatic),3,0
934,19,Female,34,,27.7,73,Electronic check,0,0
935,68,Female,44,Month-to-month,57.3,101,Bank transfer (automatic),1,0
936,45,Male,25,Two year,78.8,91,Credit card (automatic),1,0
937,40,Female,51,Two year,73.06,145,Bank transfer (automatic),0,0
938,53,Female,72,One year,97.32,62,Bank transfer (automatic),0,0
939,18,Female,1,Two year,87.1,91,Bank transfer (automatic),2,1
940,22,Male,1,Two year,130,67,Electronic check,0,1
941,55,Female,40,One year,58.33,,Bank transfer (automatic),1,0
942,71,Male,20,Two year,86.71,96,Electronic check,2,1
943,34,Male,40,Month-to-month,,31,Electronic check,0,1
944,59,Male,52,Two year,63.89,113,Electronic check,0,0
945,36,Male,1,Two year,66.24,53,Bank transfer (automatic),1,0
946,31,Female,62,One year,,46,Bank transfer (automatic),2,0
947,26,Male,20,One year,54.37,112,Bank transfer (automatic),3,0
948,66,Female,25,Two year,63.99,72,Electronic check,0,0
949,44,Male,39,Month-to-month,70.08,35,Bank transfer (automatic),0,1
950,46,Male,49,Month-to-month,41.39,49,Credit card (automatic),0,0
951,37,Female,16,Two year,101.47,77,Credit card (automatic),,0
952,62,Male,37,Two year,72.61,56,Credit card (automatic),0,0
953,38,Male,7,One year,64.16,67,Electronic check,3,0
954,51,Male,32,Month-to-month,55.13,80,Bank transfer (automatic),0,0
955,43,Male,42,Two year,37.17,83,Bank transfer (automatic),0,0
956,24,Non-binary,72,One year,70.18,126,Credit card (automatic),4,0
957,56,Female,72,Month-to-month,125.17,80,Electronic check,1,0
958,44,Female,21,,82.57,139,Credit card (automatic),3,0
959,52,Female,17,Month-to-month,87.3,109,Bank transfer (automatic),0,0
960,36,Male,17,Two year,67.5,133,Electronic check,1,0
961,63,Female,53,Month-to-month,94.27,127,Electronic check,1,0
962,74,Male,23,Two year,86.8,106,Bank transfer (automatic),3,0
963,53,Male,,Two year,83.38,121,Bank transfer (automatic),0,0
964,,Female,15,Two year,70.69,36,Credit card (automatic),2,0
965,63,Male,42,Two year,40.55,83,Bank transfer (automatic),0,0
966,18,Female,19,Two year,68.8,21,Credit card (automatic),,0
967,68,Male,69,Month-to-month,50.82,109,Mailed check,0,0
968,45,Female,7,Month-to-month,74.85,73,Credit card (automatic),0,0
969,26,Female,4,One year,62.42,36,Credit card (automatic),0,1
970,18,Non-binary,27,Two year,102.99,,Credit card (automatic),0,1
971,31,Female,19,Month-to-month,57.76,31,Bank transfer (automatic),0,0
972,42,Female,41,One year,49,69,Electronic check,0,0
973,57,Female,27,Two year,72.69,73,Electronic check,4,0
974,45,Female,40,Two year,89.97,82,Electronic check,0,1
975,18,Female,21,Month-to-month,74.5,,Electronic check,1,0
976,75,Female,1,Two year,107.07,95,Electronic check,0,1
977,59,Female,1,Month-to-month,97.45,30,Electronic check,0,1
978,38,Female,24,One year,41.88,68,Electronic check,0,0
979,67,Non-binary,21,Two year,62.84,111,Electronic check,0,0
980,43,Female,58,One year,113.31,120,Credit card (automatic),4,0
981,55,Female,,Two year,62.91,60,Electronic check,0,0
982,54,Male,16,Two year,49.34,104,Electronic check,0,0
983,54,Male,42,Two year,83.23,80,Bank transfer (automatic),1,0
984,74,Male,39,Two year,,70,Electronic check,2,1
985,46,Female,3,Month-to-month,69.48,56,Electronic check,3,0
986,66,Female,31,Two year,41.46,90,Bank transfer (automatic),0,0
987,26,Female,28,Two year,55.54,82,,3,0
988,38,Female,,Two year,68.89,95,Credit card (automatic),0,1
989,45,Male,37,Two year,37.98,52,Bank transfer (automatic),0,0
990,72,Male,27,Two year,53.31,59,,2,1
991,18,Non-binary,23,,34.1,0,Bank transfer (automatic),5,1
992,19,Female,40,,78.14,59,Credit card (automatic),1,0
993,38,Male,1,Month-to-month,104.81,92,Electronic check,0,0
994,38,Male,36,Month-to-month,112.03,103,Credit card (automatic),3,0
995,48,Female,,Month-to-month,,72,Credit card (automatic),0,0
996,59,Female,44,Two year,82.63,80,Bank transfer (automatic),0,0
997,47,Female,42,Two year,101.25,106,Credit card (automatic),,0
998,25,Female,58,Two year,55.95,105,Electronic check,1,0
999,62,Female,36,One year,79.41,78,Electronic check,0,0
1000,48,Male,31,One year,84.89,148,Electronic check,0,1
1001,34,Non-binary,63,One year,87.37,50,Bank transfer (automatic),0,0
1002,37,Male,43,Month-to-month,117.98,91,Credit card (automatic),1,0
1003,46,Male,,Two year,100.51,48,Electronic check,2,1
1004,71,Male,19,Month-to-month,73.63,86,Bank transfer (automatic),0,0
1005,48,Female,43,Two year,103.65,70,Bank transfer (automatic),,0
1006,50,Male,51,Two year,82.83,77,Mailed check,0,0
1007,38,Non-binary,40,Month-to-month,48.56,114,Credit card (automatic),1,0
1008,67,Male,72,One year,57.97,104,Credit card (automatic),0,0
1009,58,Female,52,Month-to-month,340.33762855874295,109,Credit card (automatic),3,0
1010,,Male,26,Month-to-month,63.29,72,Credit card (automatic),0,0
1011,40,Female,62,Month-to-month,63.87,64,Bank transfer (automatic),0,0
1012,39,Male,26,Month-to-month,74.1,91,Bank transfer (automatic),0,0
1013,41,Female,9,Month-to-month,100.61,65,Bank transfer (automatic),1,0
1014,69,Male,43,,49.13,49,Bank transfer (automatic),18,0
1015,46,Male,53,Two year,65.84,61,Bank transfer (automatic),2,0
1016,19,Male,,Two year,52.31,42,Credit card (automatic),2,1
1017,68,Female,64,One year,63.59,81,Bank transfer (automatic),3,0
1018,31,Female,13,Two year,79.96,60,Electronic check,1,0
1019,42,Male,37,Two year,71.76,125,Credit card (automatic),1,0
1020,57,Male,57,Month-to-month,69.52,32,Electronic check,0,1
1021,22,Male,45,Month-to-month,61.41,99,Bank transfer (automatic),,0
1022,18,Male,30,Two year,53.35,49,Bank transfer (automatic),0,0
1023,65,Male,58,Two year,102,,Electronic check,0,0
1024,44,Female,72,Month-to-month,84.6,136,Electronic check,0,0
1025,21,Non-binary,33,Two year,97.42,96,Electronic check,,0
1026,41,Male,53,Month-to-month,64.37,115,Electronic check,0,0
1027,75,Male,34,,84.58,41,Electronic check,2,0
1028,59,Female,60,Month-to-month,20,57,Bank transfer (automatic),5,0
1029,37,Female,33,Month-to-month,97.85,43,,2,1
1030,19,Female,25,Month-to-month,67.68,49,Credit card (automatic),1,0
1031,18,Male,29,Month-to-month,87.47,26,Bank transfer (automatic),1,0
1032,63,Female,47,Month-to-month,69.72,85,Electronic check,2,1
1033,46,Male,50,Two year,75.82,77,Bank transfer (automatic),0,0
1034,33,Male,10,,62.9,57,Credit card (automatic),1,0
1035,66,Female,37,Two year,47.92,132,Bank transfer (automatic),,0
1036,18,Female,,Two year,84.88,30,Bank transfer (automatic),0,1
1037,18,Female,6,Two year,90.22,52,Bank transfer (automatic),2,0
1038,52,Male,44,Month-to-month,83.82,84,Bank transfer (automatic),0,0
1039,51,Female,25,Two year,96.48,64,Electronic check,0,1
1040,67,Male,44,Month-to-month,79.39,104,Bank transfer (automatic),0,0
1041,59,Female,21,Month-to-month,60.04,51,Bank transfer (automatic),4,0
1042,75,Female,72,One year,59.39,64,Credit card (automatic),0,0
1043,,Male,32,Month-to-month,,236.42677292364573,Electronic check,1,0
1044,38,Male,23,Month-to-month,79.97,72,Electronic check,5,1
1045,47,Female,44,Month-to-month,20,89,Bank transfer (automatic),0,0
1046,48,Female,61,Month-to-month,78.27,71,Electronic check,0,0
1047,30,Female,38,Month-to-month,104.3,74,Electronic check,,1
1048,67,Male,54,One year,68.47,65,Bank transfer (automatic),0,0
1049,43,Male,45,Two year,35.9,143,Credit card (automatic),2,0
1050,33,Male,17,Two year,73.41,62,Electronic check,5,1
1051,69,Female,41,,,135,Electronic check,3,0
1052,42,Female,16,Month-to-month,49.37,94,Bank transfer (automatic),0,0
1053,53,Male,28,Month-to-month,66.23,87,Bank transfer (automatic),0,1
1054,38,Non-binary,17,Two year,71.24,121,Credit card (automatic),4,0
1055,18,Male,58,Month-to-month,70.68,89,Bank transfer (automatic),0,1
1056,34,Male,10,Two year,24.6,68,,2,1
1057,63,Female,39,Month-to-month,69.16,73,Credit card (automatic),0,0
1058,42,Male,70,Month-to-month,45.92,78,Electronic check,2,0
1059,34,Female,38,Month-to-month,73.36,107,Bank transfer (automatic),0,0
1060,62,Male,26,One year,78.1,99,Bank transfer (automatic),1,0
1061,27,Male,,Two year,68.29,16,Bank transfer (automatic),2,0
1062,35,Male,72,Month-to-month,75.99,99,Electronic check,0,0
1063,20,Female,3,Month-to-month,78.5,36,,0,1
1064,18,Male,27,Two year,76.74,112,Bank transfer (automatic),2,0
1065,28,Female,32,Two year,60.39,71,Credit card (automatic),3,0
1066,18,Non-binary,55,,,83,Electronic check,1,0
1067,48,Male,,,53.28,117,Credit card (automatic),0,0
1068,36,Female,38,Two year,72.69,40,Bank transfer (automatic),1,0
1069,42,Female,30,One year,38.03,87,Credit card (automatic),0,0
1070,46,Male,34,One year,38.11,40,Bank transfer (automatic),1,0
1071,39,Female,52,Two year,,61,Bank transfer (automatic),0,1
1072,26,Female,35,Month-to-month,37.96,72,Credit card (automatic),4,0
1073,18,Male,26,One year,37.08,105,Bank transfer (automatic),1,0
1074,62,Male,,One year,47.39,84,Electronic check,0,0
1075,18,Female,53,Month-to-month,59.06,95,Credit card (automatic),3,0
1076,18,Female,41,Month-to-month,65.8,45,Electronic check,0,0
1077,24,Female,21,Month-to-month,35.87,109,Bank transfer (automatic),1,0
1078,72,Male,67,Month-to-month,98.75,108,Bank transfer (automatic),0,0
1079,59,Male,18,One year,58.31,129,,1,0
1080,35,Male,9,Month-to-month,97.53,65,Bank transfer (automatic),,1
1081,70,Female,61,,108.94893915854713,55,Electronic check,2,0
1082,,Male,28,Two year,68.12,63,Credit card (automatic),0,0
1083,75,Male,72,Two year,,91,Electronic check,0,0
1084,30,Female,43,One year,78.47,107,Credit card (automatic),0,0
1085,54,Female,41,One year,33.16,111,Bank transfer (automatic),0,0
1086,57,Female,65,One year,48.17,100,,0,0
1087,63,Male,22,Month-to-month,53.2,78,Credit card (automatic),0,0
1088,33,Male,50,Month-to-month,56.09,93,Electronic check,3,0
1089,53,Female,36,One year,63.24,98,Bank transfer (automatic),0,0
1090,57,Female,43,Month-to-month,57.18,89,,1,0
1091,45,Male,32,One year,66.98,59,Bank transfer (automatic),3,1
1092,47,Male,23,Month-to-month,109.8,33,Credit card (automatic),0,0
1093,48,Female,12,Month-to-month,49.83,78,Credit card (automatic),3,0
1094,53,Male,35,Month-to-month,,80,Electronic check,0,0
1095,55,Male,,Month-to-month,77.34,56,Electronic check,2,0
1096,57,Female,42,Two year,71.55,75,Bank transfer (automatic),0,0
1097,25,Female,3,Month-to-month,82.79,,Bank transfer (automatic),4,0
1098,75,Female,48,Two year,63.88,108,Bank transfer (automatic),2,0
1099,49,Male,35,Month-to-month,74.95,86,Bank transfer (automatic),2,0
1100,,Female,33,Two year,71.89,54,Bank transfer (automatic),0,0
1101,,Male,3,Month-to-month,89.79,78,Credit card (automatic),1,1
1102,,Male,64,Two year,70.65,110,,0,0
1103,49,Female,29,Month-to-month,98.99,53,Electronic check,0,0
1104,51,Female,18,Month-to-month,85.22,118,Bank transfer (automatic),0,0
1105,,Female,9,,41.39,41,Electronic check,0,0
1106,48,Male,36,One year,89.11,59,Electronic check,0,0
1107,18,Male,43,Month-to-month,72.05,46,Credit card (automatic),2,0
1108,21,Male,28,Two year,101.63,83,Electronic check,5,0
1109,61,Male,54,Month-to-month,105.68,141,Bank transfer (automatic),,0
1110,48,Male,68,One year,77.85,48,Bank transfer (automatic),0,0
1111,44,Female,22,Two year,44.91,107,Bank transfer (automatic),2,0
1112,66,Male,9,One year,65.66,,Electronic check,0,0
1113,22,Male,46,Month-to-month,,40,Electronic check,0,0
1114,60,Male,19,Month-to-month,62.39,0,Electronic check,0,1
1115,37,Female,59,Two year,63.85,82,Electronic check,1,0
1116,75,Female,72,One year,31.76,62,Bank transfer (automatic),0,0
1117,39,Male,9,Two year,81.97,124,Bank transfer (automatic),0,1
1118,63,Male,53,One year,50.84,49,Credit card (automatic),0,0
1119,50,Male,25,Month-to-month,75.87,59,Credit card (automatic),0,0
1120,55,Female,41,Two year,112.51,23,Credit card (automatic),0,1
1121,56,Female,56,Two year,83.31,124,Credit card (automatic),0,1
1122,60,Male,24,One year,37.65,109,Credit card (automatic),1,0
1123,34,Male,29,Two year,53.97,,Electronic check,3,1
1124,50,Male,28,Two year,68.37,110,Electronic check,0,0
1125,46,Female,13,Two year,129.42,92,Bank transfer (automatic),1,0
1126,69,Female,72,One year,47.91,70,Credit card (automatic),,0
1127,18,Female,1,One year,33.14,65,Electronic check,0,1
1128,21,Male,40,Two year,59.44,69,Credit card (automatic),0,0
1129,56,Male,31,Month-to-month,103.91,111,Electronic check,1,1
1130,58,Male,39,Month-to-month,68.22,109,Electronic check,,0
1131,21,Female,48,One year,26.42,82,Bank transfer (automatic),0,0
1132,75,Female,38,Two year,,92,,0,0
1133,35,Female,25,Two year,107.88,117,Electronic check,4,1
1134,48,Male,22,Month-to-month,93.96,66,Electronic check,2,0
1135,53,Female,39,One year,80.14,113,,0,0
1136,48,Female,35,Month-to-month,33.72,58,Credit card (automatic),0,0
1137,39,Female,23,Two year,52.08,28,Electronic check,4,0
1138,36,Female,72,One year,27.16,104,Bank transfer (automatic),1,0
1139,57,Male,37,One year,27.32,99,Electronic check,0,0
1140,30,Female,46,Month-to-month,64.94,31,Credit card (automatic),0,1
1141,51,Female,40,Month-to-month,34.11,130,,0,0
1142,45,Female,54,Two year,50.83,49,Credit card (automatic),2,1
1143,49,Female,19,Two year,54.54,61,Electronic check,,0
1144,26,Female,52,Two year,70.98,,Credit card (automatic),3,0
1145,39,Male,43,Two year,106.93,49,Credit card (automatic),0,0
1146,46,Female,,Month-to-month,53.54,16,Electronic check,0,0
1147,21,Male,1,,50.73,116,Electronic check,3,1
1148,75,Female,72,Two year,20,116,Bank transfer (automatic),1,0
1149,36,Male,63,Month-to-month,48.54,15,Electronic check,0,0
1150,40,Male,45,Two year,113.26,35,Credit card (automatic),0,1
1151,25,Male,5,Month-to-month,80.33,51,Credit card (automatic),2,0
1152,59,Non-binary,38,Two year,78.76,38,Electronic check,2,0
1153,41,Male,2,Month-to-month,57.24,70,Credit card (automatic),1,1
1154,67,Female,,Two year,53.73,97,Credit card (automatic),0,0
1155,45,Female,26,One year,27.33,105,Credit card (automatic),1,0
1156,18,Female,36,Month-to-month,92.49,107,Electronic check,1,0
1157,,Male,71,Two year,46.69,556.3299190549245,Bank transfer (automatic),0,0
1158,35,Male,61,Two year,51.87,77,Credit card (automatic),,0
1159,,Female,50,Two year,97.32,85,Credit card (automatic),,1
1160,18,Female,34,Two year,39.63,54,Credit card (automatic),1,1
1161,72,Female,65,One year,65.63,138,Electronic check,0,0
1162,47,Female,44,One year,109.16,69,Credit card (automatic),4,0
1163,46,Female,1,,74.81,67,Electronic check,0,0
1164,66,Female,42,Two year,36.76,110,Bank transfer (automatic),1,0
1165,74,Female,32,One year,30.47,72,Bank transfer (automatic),,0
1166,,Female,64,Two year,96.19,94,Electronic check,0,0
1167,51,Female,15,Two year,39.87,94,Electronic check,4,0
1168,73,Female,47,Two year,102.43,94,Electronic check,3,1
1169,75,Female,27,Month-to-month,70.74,86,Electronic check,0,1
1170,37,Male,58,Month-to-month,51.54,74,Electronic check,1,1
1171,63,Female,34,Two year,64.28,58,Bank transfer (automatic),2,0
1172,34,Non-binary,30,Two year,,56,Bank transfer (automatic),0,0
1173,32,Male,25,One year,62.8,71,Credit card (automatic),0,0
1174,20,Male,49,Month-to-month,92.33,114,Credit card (automatic),2,0
1175,39,Male,43,One year,67.75,59,Electronic check,,1
1176,39,Male,26,Two year,66.56,63,Bank transfer (automatic),0,0
1177,46,Male,10,Two year,,0,Electronic check,0,0
1178,26,Male,1,Two year,105.24,48,Bank transfer (automatic),3,1
1179,66,Non-binary,42,Month-to-month,79.66,68,Credit card (automatic),0,0
1180,51,Male,59,Month-to-month,86.53,60,Credit card (automatic),0,0
1181,72,Female,67,One year,57.66,116,Electronic check,0,0
1182,49,Male,32,Two year,105.45,83,Credit card (automatic),0,0
1183,39,Female,26,,119.45,19,Electronic check,4,0
1184,29,Male,25,Month-to-month,,266.7019109298849,Bank transfer (automatic),1,0
1185,51,Male,34,Two year,85.55,,,0,0
1186,65,Male,50,Month-to-month,46.7,98,Bank transfer (automatic),4,0
1187,35,Female,21,One year,78.67,16,Electronic check,1,0
1188,53,Male,60,One year,24.12,153,Bank transfer (automatic),0,0
1189,42,Non-binary,1,,71.58,61,Electronic check,2,1
1190,30,Male,48,Month-to-month,90.28,35,Electronic check,0,0
1191,18,Female,20,Two year,64.76,82,Electronic check,0,1
1192,53,Male,52,Month-to-month,46.27,104,,1,1
1193,27,Male,45,Month-to-month,98.21,45,Electronic check,0,0
1194,36,Male,16,Month-to-month,109.61,96,Bank transfer (automatic),2,1
1195,56,Female,48,Two year,52.84,,Credit card (automatic),1,0
1196,50,Female,27,Month-to-month,41.59,54,Bank transfer (automatic),0,0
1197,44,Male,45,One year,55.8,45,Credit card (automatic),0,0
1198,54,Female,48,One year,63.69,63,Electronic check,0,0
1199,73,Female,37,Two year,20,100,Electronic check,0,0
1200,32,Male,43,Month-to-month,40.25,124,Bank transfer (automatic),2,1
1201,54,Female,26,One year,74.42,35,Electronic check,3,0
1202,49,Male,,Two year,64.67,,Bank transfer (automatic),0,0
1203,49,Male,,Month-to-month,56.74,71,Bank transfer (automatic),,0
1204,50,Male,64,One year,60.83,51,Electronic check,2,0
1205,54,Male,56,Two year,41.28,42,Bank transfer (automatic),1,1
1206,48,Male,49,One year,,82,Bank transfer (automatic),3,0
1207,62,Female,20,Two year,72.41,61,Credit card (automatic),3,1
1208,21,Female,23,Two year,62.98,9,Bank transfer (automatic),1,0
1209,75,Male,68,One year,43.72,96,Credit card (automatic),0,0
1210,36,Female,22,Month-to-month,,42,Bank transfer (automatic),0,0
1211,44,Non-binary,,Two year,,98,Electronic check,0,1
1212,46,Male,33,Two year,78.31,88,Bank transfer (automatic),2,0
1213,69,Male,49,Month-to-month,84.54,100,Credit card (automatic),0,1
1214,54,Male,30,Month-to-month,50.82,77,Electronic check,2,0
1215,75,Female,30,One year,82.77,60,Bank transfer (automatic),,0
1216,54,Male,41,Month-to-month,84.29,23,Bank transfer (automatic),1,0
1217,75,Male,47,Month-to-month,66.86,86,Electronic check,2,0
1218,48,Male,49,,86.72,67,Credit card (automatic),0,0
1219,75,Male,66,Two year,-10,116,Bank transfer (automatic),0,0
1220,25,Female,20,Two year,96.49,67,Electronic check,1,0
